make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price (Rs.)
Toyota,Aqua,2013,Automatic,Hybrid,1500,70000,3450000
Toyota,Aqua,2013,Automatic,Petrol,1500,70000,3500000
Toyota,Aqua S Grade,2014,Automatic,Hybrid,1500,70000,3685000
Toyota,Prius Alpha,2012,Automatic,Petrol,1800,70000,3900000
Toyota,Prius,2010,Automatic,Petrol,1800,70000,3950000
Toyota,Vitz,2015,Automatic,Petrol,1000,70000,4385000
Toyota,Axio,2013,Automatic,Hybrid,1500,70000,4490000
Toyota,Axio,2015,Automatic,Hybrid,1500,70000,4825000
Toyota,Prius,2013,Automatic,Hybrid,1800,70000,5000000
Toyota,Prius,2013,Automatic,Hybrid,1800,70000,5100000
Toyota,Prius,2014,Automatic,Hybrid,1800,70000,5200000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,70000,5500000
Toyota,Prius GS,2013,Automatic,Hybrid,1800,70000,5875000
Toyota,Allion 260,2013,Automatic,Petrol,1500,70000,6250000
Toyota,Premio,2015,Automatic,Petrol,1500,70000,6500000
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,70000,6850000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,70000,6925000
Toyota,Vitz U Grade,2010,Automatic,Petrol,1000,70900,3790000
Toyota,Aqua,2012,Automatic,Petrol,1500,71000,3050000
Toyota,Vitz,2012,Automatic,Petrol,1000,71000,3400000
Toyota,Aqua G Grade,2012,Automatic,Hybrid,1500,71000,3550000
Toyota,Avanza,2012,Manual,Petrol,1500,71000,4025000
Toyota,Aqua,2014,Automatic,Petrol,1500,71000,4050000
Toyota,Prius S Touring,2012,Automatic,Hybrid,1800,71000,4100000
Toyota,Prius,2013,Automatic,Hybrid,1800,71000,4600000
Toyota,Axio,2014,Automatic,Hybrid,1500,71000,4850000
Toyota,Prius 30,2013,Automatic,Hybrid,1800,71000,4900000
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,71000,5050000
Toyota,Allion,2013,Automatic,Petrol,1500,71000,5735000
Toyota,Premio G Superior,2011,Automatic,Petrol,1500,71000,6000000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,71300,3900000
Toyota,Yaris,2007,Automatic,Petrol,1300,71500,3785000
Toyota,Vitz,2013,Automatic,Petrol,1000,71500,3850000
Toyota,Allion,2013,Automatic,Petrol,1500,71500,6725000
Toyota,Vitz,2008,Automatic,Petrol,1000,71612,3450000
Toyota,Axio G Grade,2014,Automatic,Petrol,1500,71700,4695000
Toyota,Vitz,2008,Automatic,Petrol,1000,72000,3350000
Toyota,Aqua,2014,Automatic,Hybrid,1500,72000,3485000
Toyota,Aqua,2013,Automatic,Hybrid,1500,72000,3750000
Toyota,Aqua,2013,Automatic,Petrol,1500,72000,3825000
Toyota,Prius,2013,Automatic,Hybrid,1800,72000,3990000
Toyota,Prius,2012,Automatic,Hybrid,1800,72000,4100000
Toyota,VITZ KSP130,2015,Automatic,Petrol,1000,72000,4450000
Toyota,Axio G Grade,2014,Automatic,Hybrid,1500,72000,4600000
Toyota,Axio,2013,Automatic,Hybrid,1500,72000,4695000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,72000,5275000
Toyota,Premio,2016,Automatic,Petrol,1500,72000,8600000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,72115,5450000
Toyota,Vitz,2007,Automatic,Petrol,1000,72300,3080000
Toyota,Prius,2013,Automatic,Hybrid,1800,72300,4650000
Toyota,Prius,2013,Automatic,Hybrid,1800,72300,4650000
Toyota,Premio,2013,Automatic,Petrol,1500,72500,5800000
Toyota,Vitz,2015,Automatic,Petrol,1000,72626,4550000
Toyota,Aqua G Sport,2015,Automatic,Petrol,1500,73000,5150000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,73000,5300000
Toyota,Premio G Superior,2007,Automatic,Petrol,1500,73000,5400000
Toyota,Axio Fielder,2015,Automatic,Petrol,1500,73000,5500000
Toyota,Axio,2015,Automatic,Hybrid,1500,73000,5550000
Toyota,Premio 260,2012,Automatic,Petrol,1500,73000,6350000
Toyota,Premio,2014,Automatic,Petrol,1500,73000,7790000
Toyota,Axio,2016,Automatic,Hybrid,1500,73200,5300000
Toyota,Vitz,2008,Automatic,Petrol,1000,73432,3325000
Toyota,Vitz,2008,Automatic,Petrol,1000,73500,3475000
Toyota,Yaris,2014,Automatic,Petrol,1300,73500,4950000
Toyota,Axio,2017,Automatic,Hybrid,1500,73500,6950000
Toyota,Prius,2014,Automatic,Hybrid,1800,73843,4750000
Toyota,Aqua,2013,Automatic,Petrol,1500,73900,3490000
Toyota,Passo,2004,Automatic,Petrol,1000,74000,2575000
Toyota,Aqua,2013,Automatic,Petrol,1500,74000,2980000
Toyota,Aqua,2013,Automatic,Hybrid,1500,74000,3260000
Toyota,Aqua,2014,Automatic,Petrol,1500,74000,3500000
Toyota,Belta,2009,Automatic,Petrol,1300,74000,3575000
Toyota,Aqua,2013,Automatic,Hybrid,1500,74000,3890000
Toyota,Axio X Grade,2014,Automatic,Hybrid,1500,74000,3975000
Toyota,Axio X Grade,2007,Automatic,Petrol,1500,74000,4225000
Toyota,Prius S Grade,2012,Automatic,Hybrid,1800,74000,4250000
Toyota,Axio,2013,Automatic,Hybrid,1500,74000,4350000
Toyota,Axio,2013,Automatic,Hybrid,1500,74000,4350000
Toyota,Prius,2012,Automatic,Petrol,1800,74000,4700000
Toyota,Axio,2016,Automatic,Petrol,1500,74000,5825000
Toyota,Premio,2010,Automatic,Petrol,1500,74000,5875000
Toyota,Aqua,2014,Automatic,Hybrid,1500,74450,3275000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,74600,3375000
Toyota,Prius,2012,Automatic,Hybrid,1800,74800,3475000
Toyota,Prius,2013,Automatic,Petrol,1800,74800,4930000
Toyota,Allion 260,2007,Automatic,Petrol,1500,74976,4625000
Toyota,Yaris,2007,Manual,Petrol,1300,75000,2850000
Toyota,Aqua G Grade,2012,Automatic,Hybrid,1500,75000,3050000
Toyota,Corolla 141,2008,Automatic,Petrol,1500,75000,3100000
Toyota,Aqua,2014,Automatic,Petrol,1500,75000,3400000
Toyota,Vitz,2008,Automatic,Petrol,1000,75000,3425000
Toyota,Vitz KSP90,2008,Automatic,Petrol,1000,75000,3425000
Toyota,Vitz,2007,Automatic,Petrol,1000,75000,3550000
Toyota,Prius C,2014,Automatic,Hybrid,1800,75000,3750000
Toyota,Aqua S Grade,2014,Automatic,Hybrid,1500,75000,3795000
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,75000,4525000
Toyota,Prius S Grade,2014,Automatic,Hybrid,1800,75000,4535000
Toyota,Axio,2015,Automatic,Petrol,1500,75000,4900000
Toyota,Prius,2015,Automatic,Hybrid,1800,75000,5050000
Toyota,Premio,2013,Automatic,Petrol,1500,75000,6090000
Toyota,Premio,2013,Automatic,Petrol,1500,75000,6090000
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,75000,6175000
Toyota,Allion,2013,Automatic,Petrol,1500,75000,6500000
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,75000,7000000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,75000,7850000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,75000,7960000
Toyota,Aqua,2015,Automatic,Petrol,1500,75400,3650000
Toyota,Axio,2015,Automatic,Hybrid,1500,75500,5325000
Toyota,Aqua X Urban,2015,Automatic,Petrol,1500,75876,4675000
Toyota,Vitz,2008,Automatic,Petrol,1000,76000,2775000
Toyota,Aqua S Grade,2012,Automatic,Petrol,1500,76000,2895000
Toyota,Aqua,2012,Automatic,Hybrid,1500,76000,3100000
Toyota,Aqua,2012,Automatic,Petrol,1500,76000,3450000
Toyota,Aqua,2012,Automatic,Hybrid,1500,76000,3550000
Toyota,Corolla 141,2008,Automatic,Petrol,1500,76000,3550000
Toyota,Aqua,2014,Automatic,Petrol,1500,76000,3585000
Toyota,Aqua,2014,Automatic,Hybrid,1500,76000,3775000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,76000,3790000
Toyota,Prius,2010,Automatic,Petrol,1800,76000,3850000
Toyota,Axio,2014,Automatic,Hybrid,1500,76000,4750000
Toyota,Prius,2013,Automatic,Petrol,1800,76000,4825000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,76000,6800000
Toyota,Prius 3rd Genaration,2015,Automatic,Hybrid,1800,76400,5345000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,76400,5390000
Toyota,Passo,2007,Automatic,Petrol,1000,76470,2670000
Toyota,IST,2007,Automatic,Petrol,1300,76500,3790000
Toyota,Axio,2013,Automatic,Hybrid,1500,76500,4350000
Toyota,Axio,2013,Automatic,Hybrid,1500,76500,4350000
Toyota,Axio,2015,Automatic,Hybrid,1500,76500,4750000
Toyota,Axio,2016,Automatic,Hybrid,1500,76500,5750000
Toyota,Premio,2011,Automatic,Petrol,1500,76500,5975000
Toyota,Allion,2011,Automatic,Petrol,1500,76501,5650000
Toyota,Prius,2008,Automatic,Petrol,1800,76800,3150000
Toyota,IST,2008,Automatic,Petrol,1300,77000,3500000
Toyota,Aqua,2013,Automatic,Hybrid,1500,77000,3600000
Toyota,Aqua,2013,Automatic,Petrol,1500,77000,3700000
Toyota,Axio X Grade,2015,Automatic,Hybrid,1500,77000,4425000
Toyota,Prius,2013,Automatic,Hybrid,1800,77000,4490000
Toyota,Aqua,2013,Automatic,Petrol,1500,77000,4500000
Toyota,Premio G Superior,2011,Automatic,Petrol,1500,77000,5250000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,77000,5350000
Toyota,Corolla 141,2012,Automatic,Petrol,1500,77250,4400000
Toyota,Axio,2015,Automatic,Hybrid,1500,77350,5250000
Toyota,Vitz,2007,Automatic,Petrol,1000,77500,3275000
Toyota,Axio,2010,Automatic,Petrol,1500,77553,4175000
Toyota,Aqua S Grade,2016,Automatic,Hybrid,1500,77600,4975000
Toyota,Aqua S Grade,2012,Automatic,Petrol,1500,78000,3175000
Toyota,Aqua,2014,Automatic,Hybrid,1500,78000,3300000
Toyota,Vitz,2008,Automatic,Petrol,1000,78000,3450000
Toyota,Aqua S Grade,2012,Automatic,Hybrid,1500,78000,3475000
Toyota,Vitz,2007,Automatic,Petrol,1000,78000,3500000
Toyota,Aqua,2012,Automatic,Petrol,1500,78000,3550000
Toyota,Aqua S Grade,2012,Automatic,Hybrid,1500,78000,3565000
Toyota,Aqua G Grade,2012,Automatic,Hybrid,1500,78000,3575000
Toyota,Aqua,2014,Automatic,Hybrid,1500,78000,3675000
Toyota,Aqua,2014,Automatic,Hybrid,1500,78000,3690000
Toyota,Vitz,2010,Automatic,Petrol,1000,78000,3690000
Toyota,Aqua,2013,Automatic,Hybrid,1500,78000,3850000
Toyota,Aqua,2013,Automatic,Petrol,1500,78000,3850000
Toyota,Alphard,2004,Automatic,Petrol,2400,78000,3875000
Toyota,Axio,2015,Automatic,Hybrid,1500,78000,4850000
Toyota,Axio,2015,Automatic,Hybrid,1500,78000,5000000
Toyota,Axio,2015,Automatic,Petrol,1500,78000,5090000
Toyota,Axio,2016,Automatic,Hybrid,1500,78000,5175000
Toyota,Allion 260,2007,Automatic,Petrol,1500,78000,5225000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,78000,6950000
Toyota,Aqua,2014,Automatic,Hybrid,1500,78200,3500000
Toyota,Vitz,2008,Automatic,Petrol,1000,78367,3495000
Toyota,Prius,2015,Automatic,Hybrid,1800,78650,4690000
Toyota,Aqua,2013,Automatic,Petrol,1500,79000,3375000
Toyota,Aqua,2012,Automatic,Hybrid,1500,79000,3390000
Toyota,Aqua,2012,Automatic,Hybrid,1500,79000,3475000
Toyota,Aqua,2014,Automatic,Hybrid,1500,79000,3950000
Toyota,Prius,2012,Automatic,Petrol,1800,79000,4175000
Toyota,Axio,2011,Automatic,Petrol,1500,79000,4350000
Toyota,Prius G Touring,2013,Automatic,Hybrid,1800,79000,4775000
Toyota,Axio,2015,Automatic,Hybrid,1500,79000,4950000
Toyota,SAI,2009,Automatic,Petrol,2400,79000,5350000
Toyota,Premio,2013,Automatic,Petrol,1500,79000,6825000
Toyota,Prius,2013,Manual,Hybrid,1800,79002,4790000
Toyota,Prius S Touring,2014,Automatic,Petrol,1800,79350,4625000
Toyota,Axio G Grade,2014,Automatic,Petrol,1500,79589,4500000
Toyota,Prius G Touring ,2013,Automatic,Hybrid,1800,79875,4950000
Toyota,Vitz,2000,Automatic,Petrol,1000,80000,2200000
Toyota,Vios,2004,Automatic,Petrol,1500,80000,2600000
Toyota,Vitz,2009,Automatic,Petrol,1000,80000,2800000
Toyota,Avanza,2011,Manual,Petrol,1500,80000,3150000
Toyota,Aqua G Grade,2012,Automatic,Hybrid,1500,80000,3190000
Toyota,Aqua,2012,Automatic,Hybrid,1500,80000,3200000
Toyota,Aqua,2013,Automatic,Petrol,1500,80000,3280000
Toyota,Aqua,2012,Automatic,Hybrid,1500,80000,3280000
Toyota,Vitz KSP90,2009,Automatic,Petrol,1000,80000,3325000
Toyota,Aqua,2012,Automatic,Petrol,1500,80000,3400000
Toyota,Belta,2008,Automatic,Petrol,1300,80000,3450000
Toyota,Vitz,2010,Automatic,Petrol,1000,80000,3450000
Toyota,Belta,2007,Automatic,Petrol,1300,80000,3550000
Toyota,Aqua,2014,Automatic,Hybrid,1500,80000,3590000
Toyota,Prius,2011,Automatic,Hybrid,1800,80000,3750000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,80000,3840000
Toyota,Aqua,2015,Automatic,Hybrid,1500,80000,3850000
Toyota,Aqua,2014,Automatic,Hybrid,1500,80000,3925000
Toyota,IST,2008,Automatic,Petrol,1300,80000,3975000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,80000,4050000
Toyota,Prius,2012,Automatic,Hybrid,1800,80000,4400000
Toyota,Axio,2014,Automatic,Hybrid,1500,80000,4450000
Toyota,Aqua,2015,Automatic,Petrol,1500,80000,4500000
Toyota,Axio,2013,Automatic,Hybrid,1500,80000,4500000
Toyota,Prius,2013,Automatic,Hybrid,1800,80000,4500000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,80000,4575000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,80000,4620000
Toyota,Prius 3rd Genaration,2013,Automatic,Hybrid,1800,80000,4650000
Toyota,Axio,2014,Automatic,Hybrid,1500,80000,4700000
Toyota,Axio,2014,Automatic,Petrol,1500,80000,4750000
Toyota,Prius S Touring,2013,Automatic,Hybrid,1800,80000,4750000
Toyota,Prius,2014,Automatic,Petrol,1800,80000,5025000
Toyota,Axio,2015,Automatic,Hybrid,1500,80000,5100000
Toyota,SAI,2010,Automatic,Hybrid,2400,80000,5275000
Toyota,Axio,2015,Automatic,Hybrid,1500,80000,5375000
Toyota,Axio G Grade,2015,Automatic,Petrol,1500,80000,5590000
Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,80000,5700000
Toyota,Premio,2011,Automatic,Petrol,1500,80000,5965000
Toyota,Premio 260,2013,Automatic,Petrol,1500,80000,7200000
Toyota,Premio,2013,Automatic,Petrol,1500,80000,7275000
Toyota,Premio G Superior,2016,Automatic,Petrol,1500,80000,8550000
Toyota,Premio,2017,Automatic,Petrol,1500,80000,9500000
Toyota,Passo,2009,Automatic,Petrol,1000,80400,2875000
Toyota,Vitz,2007,Automatic,Petrol,1000,80500,3195000
Toyota,Aqua,2014,Automatic,Hybrid,1500,80500,3550000
Toyota,Axio,2015,Automatic,Hybrid,1500,80500,5490000
Toyota,Aqua,2013,Automatic,Petrol,1500,81000,3500000
Toyota,Aqua,2015,Automatic,Petrol,1500,81000,3550000
Toyota,Aqua,2013,Automatic,Hybrid,1500,81000,3850000
Toyota,Axio,2007,Automatic,Petrol,1500,81000,3925000
Toyota,Vitz,2015,Automatic,Petrol,1000,81000,4375000
Toyota,Axio,2014,Automatic,Hybrid,1500,81000,4750000
Toyota,Prius S Touring,2014,Automatic,Hybrid,1800,81000,4950000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,81000,5200000
Toyota,Axio,2015,Automatic,Hybrid,1500,81000,5600000
Toyota,Premio G Superior,2016,Automatic,Petrol,1500,81000,7650000
Toyota,Aqua,2012,Automatic,Hybrid,1500,81250,3575000
Toyota,Axio G Grade,2014,Automatic,Hybrid,1500,81500,4300000
Toyota,Aqua,2014,Automatic,Hybrid,1500,81550,3425000
Toyota,Vitz,2008,Automatic,Petrol,1000,82000,2865000
Toyota,Vitz,2008,Automatic,Petrol,1000,82000,3100000
Toyota,Vitz,2008,Automatic,Petrol,1000,82000,3200000
Toyota,Passo,2010,Automatic,Petrol,1000,82000,3250000
Toyota,Aqua,2013,Automatic,Petrol,1500,82000,3300000
Toyota,Aqua G Grade,2012,Automatic,Hybrid,1500,82000,3375000
Toyota,Aqua S Grade,2012,Automatic,Hybrid,1500,82000,3600000
Toyota,Prius G Touring,2013,Automatic,Petrol,1800,82000,4600000
Toyota,Axio,2015,Automatic,Hybrid,1500,82000,5390000
Toyota,Allion ,2010,Automatic,Petrol,1500,82000,5490000
Toyota,Premio,2013,Automatic,Petrol,1500,82000,5800000
Toyota,Premio,2013,Automatic,Petrol,1500,82000,6875000
Toyota,Premio,2013,Automatic,Petrol,1500,82000,7050000
Toyota,Premio,2015,Automatic,Petrol,1500,82000,7850000
Toyota,Vitz,2009,Automatic,Petrol,1000,82300,3450000
Toyota,Aqua,2013,Automatic,Hybrid,1500,82500,3100000
Toyota,Aqua,2013,Automatic,Hybrid,1500,82600,3650000
Toyota,Aqua,2012,Automatic,Petrol,1500,82700,3450000
Toyota,Aqua,2012,Automatic,Hybrid,1500,82833,3475000
Toyota,Aqua,2013,Automatic,Petrol,1500,83000,3200000
Toyota,Aqua,2013,Automatic,Petrol,1500,83000,3285000
Toyota,Aqua,2013,Automatic,Hybrid,1500,83000,3400000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,83000,3590000
Toyota,Aqua G Grade,2014,Automatic,Petrol,1500,83000,3650000
Toyota,Aqua,2012,Automatic,Petrol,1500,83000,3690000
Toyota,Vitz,2011,Automatic,Petrol,1000,83000,3785000
Toyota,Corolla 141,2008,Automatic,Petrol,1500,83000,3800000
Toyota,Prius S Grade,2013,Automatic,Petrol,1800,83000,4200000
Toyota,Axio,2013,Automatic,Hybrid,1500,83000,4225000
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,83000,4675000
Toyota,Prius,2012,Manual,Hybrid,1800,83000,4675000
Toyota,Allion 260,2013,Automatic,Petrol,1500,83000,6550000
Toyota,Premio,2014,Automatic,Petrol,1500,83000,6550000
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,83000,6980000
Toyota,Aqua,2013,Automatic,Hybrid,1500,83300,3465000
Toyota,Aqua S Grade,2014,Automatic,Petrol,1500,83400,4075000
Toyota,Prius G Touring,2011,Automatic,Hybrid,1800,83500,4175000
Toyota,Vitz,2007,Automatic,Petrol,1000,84000,3385000
Toyota,Aqua,2014,Automatic,Hybrid,1500,84000,3790000
Toyota,Prius,2015,Automatic,Hybrid,1800,84000,4690000
Toyota,Axio,2016,Automatic,Hybrid,1500,84000,4975000
Toyota,Axio,2015,Automatic,Hybrid,1500,84000,5440000
Toyota,Axio,2015,Automatic,Hybrid,1500,84000,5475000
Toyota,Axio,2016,Automatic,Hybrid,1500,84000,5675000
Toyota,Allion 260,2011,Automatic,Petrol,1500,84000,5850000
Toyota,Premio,2013,Automatic,Petrol,1500,84000,6475000
Toyota,Premio,2013,Automatic,Petrol,1500,84000,6595000
Toyota,Aqua,2014,Automatic,Hybrid,1500,84500,3475000
Toyota,Prius S Touring,2011,Automatic,Hybrid,1800,84500,3900000
Toyota,Premio,2007,Automatic,Petrol,1500,84900,6800000
Toyota,Vitz,2008,Automatic,Petrol,1000,85000,2750000
Toyota,Vios,2005,Automatic,Petrol,1500,85000,2800000
Toyota,Vitz,2008,Automatic,Petrol,1000,85000,2835000
Toyota,Vitz,2011,Automatic,Petrol,1000,85000,3120000
Toyota,Vitz,2007,Automatic,Petrol,1000,85000,3175000
Toyota,Vitz,2008,Automatic,Petrol,1000,85000,3200000
Toyota,Prius,2008,Automatic,Petrol,1800,85000,3250000
Toyota,Prius,2008,Automatic,Hybrid,1800,85000,3300000
Toyota,Vitz,2008,Automatic,Petrol,1000,85000,3450000
Toyota,Vitz KSP90,2008,Automatic,Petrol,1000,85000,3450000
Toyota,Aqua,2012,Automatic,Hybrid,1500,85000,3525000
Toyota,Aqua,2014,Automatic,Hybrid,1500,85000,3550000
Toyota,Aqua,2013,Automatic,Petrol,1500,85000,3585000
Toyota,Aqua,2012,Automatic,Petrol,1500,85000,3820000
Toyota,Prius,2009,Automatic,Hybrid,1800,85000,3825000
Toyota,Vitz,2013,Automatic,Petrol,1000,85000,4095000
Toyota,Prius S Grade,2012,Automatic,Hybrid,1800,85000,4175000
Toyota,Prius,2012,Automatic,Hybrid,1800,85000,4225000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,85000,4400000
Toyota,Prius,2013,Automatic,Hybrid,1800,85000,4500000
Toyota,Prius G,2013,Automatic,Petrol,1800,85000,4725000
Toyota,Prius,2014,Automatic,Petrol,1800,85000,4900000
Toyota,Axio,2015,Automatic,Hybrid,1500,85000,4950000
Toyota,Axio,2015,Automatic,Hybrid,1500,85000,4995000
Toyota,Allion,2010,Automatic,Petrol,1500,85000,5300000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,85000,5475000
Toyota,Premio,2013,Automatic,Petrol,1500,85000,6135000
Toyota,Premio,2013,Automatic,Petrol,1500,85000,6550000
Toyota,Allion,2013,Automatic,Petrol,1500,85000,6600000
Toyota,Esquire,2015,Automatic,Petrol,1800,85000,6990000
Toyota,Axio G Grade,2015,Automatic,Petrol,1500,85258,5500000
Toyota,Aqua,2014,Automatic,Hybrid,1500,85440,3980000
Toyota,Vitz,2008,Automatic,Petrol,1000,85500,3450000
Toyota,Vitz,2009,Automatic,Petrol,1000,86000,2990000
Toyota,Vios,2006,Automatic,Petrol,1500,86000,3100000
Toyota,Vitz,2007,Automatic,Petrol,1000,86000,3125000
Toyota,Vitz,2010,Automatic,Petrol,1000,86000,3475000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,86000,3625000
Toyota,Aqua,2013,Automatic,Hybrid,1500,86000,3840000
Toyota,Aqua,2014,Automatic,Hybrid,1500,86000,3850000
Toyota,Aqua,2013,Automatic,Hybrid,1500,86000,3975000
Toyota,Axio G Grade,2013,Automatic,Hybrid,1500,86000,4000000
Toyota,Axio,2013,Automatic,Hybrid,1500,86000,4100000
Toyota,Prius,2012,Automatic,Petrol,1800,86000,4200000
Toyota,Prius 3rd Genaration,2012,Automatic,Hybrid,1800,86000,4300000
Toyota,Axio G Grade,2013,Automatic,Hybrid,1500,86000,4625000
Toyota,Vitz,2015,Automatic,Petrol,1000,86000,4675000
Toyota,Allion,2010,Automatic,Petrol,1500,86000,5600000
Toyota,Allion,2010,Automatic,Petrol,1500,86000,5750000
Toyota,Premio,2011,Automatic,Petrol,1500,86000,5990000
Toyota,Prius,2012,Automatic,Hybrid,1800,86200,4580000
Toyota,Vitz,2007,Automatic,Petrol,1000,86212,3300000
Toyota,Passo,2004,Automatic,Petrol,1000,86250,2450000
Toyota,Prius,2015,Automatic,Petrol,1800,86500,5300000
Toyota,Prius,2010,Automatic,Hybrid,1800,86789,3860000
Toyota,Vitz,2007,Automatic,Petrol,1000,87000,2940000
Toyota,Vitz,2007,Automatic,Petrol,1000,87000,3100000
Toyota,Vitz,2007,Automatic,Petrol,1000,87000,3150000
Toyota,Aqua,2012,Automatic,Hybrid,1500,87000,3250000
Toyota,Aqua,2013,Automatic,Petrol,1500,87000,3450000
Toyota,Aqua,2013,Automatic,Petrol,1500,87000,3650000
Toyota,Aqua,2015,Automatic,Hybrid,1500,87000,3750000
Toyota,Corolla 141,2011,Automatic,Petrol,1500,87000,3900000
Toyota,Prius 3rd Genaration,2011,Automatic,Hybrid,1800,87000,4250000
Toyota,Prius S Touring,2014,Automatic,Hybrid,1800,87000,4350000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,87000,4675000
Toyota,Allion,2013,Automatic,Petrol,1500,87000,4950000
Toyota,Axio,2014,Automatic,Petrol,1500,87000,4950000
Toyota,Axio,2015,Automatic,Hybrid,1500,87000,5275000
Toyota,Axio,2015,Automatic,Hybrid,1500,87000,5400000
Toyota,Axio,2015,Automatic,Hybrid,1500,87000,5490000
Toyota,Axio G Grade,2015,Automatic,Petrol,1500,87000,5600000
Toyota,Corolla 110,2003,Automatic,Petrol,1300,87500,2235000
Toyota,Prius,2008,Automatic,Petrol,1800,87500,3275000
Toyota,Aqua S Grade,2012,Automatic,Hybrid,1500,87800,3465000
Toyota,Vitz,2007,Automatic,Petrol,1000,87900,3190000
Toyota,Vitz,2005,Automatic,Petrol,1000,88000,2525000
Toyota,Corolla 121,2004,Manual,Petrol,1300,88000,2800000
Toyota,Aqua,2012,Automatic,Petrol,1500,88000,2935000
Toyota,Vitz,2007,Automatic,Petrol,1000,88000,3260000
Toyota,Aqua,2014,Automatic,Petrol,1500,88000,3600000
Toyota,Aqua,2012,Automatic,Hybrid,1500,88000,3625000
Toyota,Aqua,2014,Automatic,Hybrid,1500,88000,3650000
Toyota,Prius,2010,Automatic,Hybrid,1800,88000,3700000
Toyota,Aqua,2013,Automatic,Petrol,1500,88000,3775000
Toyota,Aqua,2013,Automatic,Hybrid,1500,88000,3790000
Toyota,Aqua,2014,Automatic,Petrol,1500,88000,3950000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,88000,3975000
Toyota,Aqua,2015,Automatic,Hybrid,1500,88000,4000000
Toyota,Axio,2010,Automatic,Petrol,1500,88000,4090000
Toyota,Axio,2008,Automatic,Petrol,1500,88000,4090000
Toyota,Axio,2008,Automatic,Diesel,1500,88000,4190000
Toyota,Axio,2013,Automatic,Hybrid,1500,88000,4500000
Toyota,Prius S Touring,2014,Automatic,Petrol,1800,88000,4650000
Toyota,Prius S Touring,2013,Automatic,Hybrid,1800,88000,4825000
Toyota,Allion 260,2007,Automatic,Petrol,1500,88000,4950000
Toyota,Premio G Superior,2008,Automatic,Petrol,1500,88000,5575000
Toyota,Premio,2013,Automatic,Petrol,1500,88000,6350000
Toyota,Axio,2015,Automatic,Hybrid,1500,88200,5335000
Toyota,Prius G Sport,2012,Automatic,Hybrid,1800,88300,5095000
Toyota,Aqua,2014,Automatic,Hybrid,1500,88350,3390000
Toyota,Vitz,2009,Automatic,Petrol,1000,88500,3050000
Toyota,Aqua,2012,Automatic,Hybrid,1500,88500,3325000
Toyota,Prius,2012,Automatic,Hybrid,1800,88500,4000000
Toyota,Axio,2013,Automatic,Petrol,1500,88500,5000000
Toyota,Vitz,2009,Automatic,Petrol,1000,88700,3360000
Toyota,Prius,2008,Automatic,Hybrid,1800,88794,2975000
Toyota,Avanza,2007,Manual,Petrol,1500,88800,3325000
Toyota,Premio 240,2007,Automatic,Petrol,1500,88900,4625000
Toyota,Vitz,2008,Automatic,Petrol,1000,89000,3285000
Toyota,Vitz,2008,Automatic,Petrol,1000,89000,3290000
Toyota,Vitz,2007,Automatic,Petrol,1000,89000,3350000
Toyota,Aqua,2013,Automatic,Hybrid,1500,89000,3390000
Toyota,Belta,2007,Automatic,Petrol,1300,89000,3445000
Toyota,Vitz,2008,Automatic,Petrol,1000,89000,3450000
Toyota,Belta,2008,Automatic,Petrol,1300,89000,3650000
Toyota,Axio X Grade,2007,Automatic,Petrol,1500,89000,3685000
Toyota,Aqua,2013,Automatic,Hybrid,1500,89000,3890000
Toyota,Axio,2008,Automatic,Petrol,1500,89000,4000000
