make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price (Rs.)
Toyota,Axio G Grade,2014,Automatic,Hybrid,1500,41000,4420000
Toyota,Axio,2015,Automatic,Petrol,1500,41000,5300000
Toyota,Axio G Grade,2016,Automatic,Petrol,1500,41000,5500000
Toyota,Axio,2016,Automatic,Petrol,1500,41000,5600000
Toyota,Axio,2016,Automatic,Petrol,1500,41000,5800000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,41000,7450000
Toyota,Prius,2016,Automatic,Hybrid,1800,41000,7600000
Toyota,Premio,2014,Automatic,Petrol,1500,41000,7675000
Toyota,Allion,2017,Automatic,Petrol,1500,41000,8850000
Toyota,Axio,2015,Automatic,Hybrid,1500,41500,5250000
Toyota,Premio,2016,Automatic,Petrol,1500,41800,8150000
Toyota,VITZ KSP130,2014,Automatic,Petrol,1000,42000,4225000
Toyota,Vitz,2016,Automatic,Petrol,1000,42000,4530000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,42000,6870000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,42000,7800000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,42000,8350000
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,42000,10150000
Toyota,Aqua,2015,Automatic,Hybrid,1500,42035,3800000
Toyota,Premio G Superior,2016,Automatic,Petrol,1500,42700,6750000
Toyota,Wigo,2017,Automatic,Petrol,1000,43000,3990000
Toyota,Vitz,2015,Automatic,Petrol,1000,43000,4340000
Toyota,Vitz,2015,Automatic,Petrol,1000,43000,4385000
Toyota,Vitz,2016,Automatic,Petrol,1000,43000,4550000
Toyota,Vitz Edition 2,2017,Automatic,Petrol,1000,43000,4825000
Toyota,Aqua,2016,Automatic,Hybrid,1500,43000,5100000
Toyota,Vitz,2018,Automatic,Petrol,1000,43000,5200000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,43000,6800000
Toyota,Premio,2017,Automatic,Petrol,1500,43000,7250000
Toyota,Premio,2017,Automatic,Petrol,1500,43000,9475000
Toyota,Premio,2017,Automatic,Petrol,1500,43000,9475000
Toyota,Premio F EX G Superior,2018,Automatic,Petrol,1500,43000,10300000
Toyota,Vitz,2018,Automatic,Petrol,1000,43200,5390000
Toyota,Vitz,2016,Automatic,Petrol,1000,43325,4450000
Toyota,Passo XL,2017,Automatic,Petrol,1000,44000,4275000
Toyota,Vitz,2015,Automatic,Petrol,1000,44000,4400000
Toyota,Aqua,2015,Automatic,Petrol,1500,44000,4425000
Toyota,Vitz,2016,Automatic,Petrol,1000,44000,4475000
Toyota,Vitz,2016,Automatic,Petrol,1000,44000,4525000
Toyota,Vitz,2016,Automatic,Petrol,1000,44000,4650000
Toyota,Vitz,2017,Automatic,Petrol,1000,44000,4790000
Toyota,Vitz,2017,Automatic,Petrol,1000,44000,5175000
Toyota,Vitz,2018,Automatic,Petrol,1000,44000,5290000
Toyota,Axio G Grade,2017,Automatic,Hybrid,1500,44000,6190000
Toyota,Axio,2015,Automatic,Hybrid,1500,44000,6250000
Toyota,Premio,2018,Automatic,Petrol,1500,44000,9850000
Toyota,Axio,2016,Automatic,Hybrid,1500,44256,5625000
Toyota,Vitz,2016,Automatic,Petrol,1000,44500,4675000
Toyota,Vitz,2014,Automatic,Petrol,1000,44700,4375000
Toyota,Vitz,2016,Automatic,Petrol,1000,44800,4550000
Toyota,Aqua G Grade,2012,Automatic,Petrol,1500,45000,3500000
Toyota,Vitz,2016,Automatic,Petrol,1000,45000,4390000
Toyota,Vitz,2016,Automatic,Petrol,1000,45000,4420000
Toyota,Vitz F,2017,Automatic,Petrol,1000,45000,4475000
Toyota,Aqua,2015,Automatic,Hybrid,1500,45000,4500000
Toyota,Vitz,2017,Automatic,Petrol,1000,45000,4630000
Toyota,Axio,2014,Automatic,Hybrid,1500,45000,4750000
Toyota,Aqua,2015,Automatic,Petrol,1500,45000,4850000
Toyota,Vitz,2018,Automatic,Petrol,1000,45000,5190000
Toyota,Vitz,2018,Automatic,Petrol,1000,45000,5275000
Toyota,Aqua,2017,Automatic,Hybrid,1500,45000,5345000
Toyota,Prius,2016,Automatic,Petrol,1800,45000,5490000
Toyota,Axio,2017,Automatic,Petrol,1500,45000,6675000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,45000,9500000
Toyota,Axio,2016,Automatic,Petrol,1500,45560,5900000
Toyota,Aqua,2014,Automatic,Petrol,1500,46000,3900000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,46000,3990000
Toyota,Vitz F,2016,Automatic,Petrol,1000,46000,4300000
Toyota,Aqua,2015,Automatic,Hybrid,1500,46000,4450000
Toyota,Vitz,2016,Automatic,Petrol,1000,46000,4550000
Toyota,Premio G Superior,2016,Automatic,Petrol,1500,46000,7150000
Toyota,Prius,2016,Automatic,Hybrid,1800,46000,8800000
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,46000,9675000
Toyota,Premio,2017,Automatic,Petrol,1500,46957,8090000
Toyota,Aqua,2012,Automatic,Petrol,1500,47000,3075000
Toyota,Aqua,2013,Automatic,Hybrid,1500,47000,3250000
Toyota,Pixis,2016,Automatic,Petrol,660,47000,3275000
Toyota,Vitz,2016,Automatic,Petrol,1000,47000,4375000
Toyota,Vitz,2018,Automatic,Petrol,1000,47000,5250000
Toyota,Axio,2016,Automatic,Hybrid,1500,47000,5325000
Toyota,Axio 165,2015,Automatic,Hybrid,1500,47000,5450000
Toyota,Allion,2018,Automatic,Petrol,1500,47000,8150000
Toyota,Allion,2016,Automatic,Petrol,1500,47000,8200000
Toyota,Aqua,2015,Automatic,Petrol,1500,47100,4075000
Toyota,Vitz,2016,Automatic,Petrol,1000,47132,4495000
Toyota,Aqua,2013,Automatic,Hybrid,1500,47500,3700000
Toyota,Axio WXB,2016,Automatic,Hybrid,1500,47569,6400000
Toyota,Premio,2018,Automatic,Petrol,1500,47600,10750000
Toyota,IST,2003,Automatic,Petrol,1300,48000,2925000
Toyota,Aqua,2013,Automatic,Hybrid,1500,48000,3250000
Toyota,Avanza,2012,Automatic,Petrol,1500,48000,4200000
Toyota,Vitz,2015,Automatic,Petrol,1000,48000,4360000
Toyota,Prius,2013,Automatic,Petrol,1800,48000,4400000
Toyota,Vitz,2016,Automatic,Petrol,1000,48000,4475000
Toyota,Vitz,2016,Automatic,Petrol,1000,48000,4565000
Toyota,Vitz,2015,Automatic,Petrol,1000,48000,4575000
Toyota,Axio,2016,Automatic,Hybrid,1500,48000,5825000
Toyota,Axio X Grade,2016,Automatic,Hybrid,1500,48000,6290000
Toyota,Premio G Superior,2016,Automatic,Petrol,1500,48000,8190000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,48100,6590000
Toyota,Allion 260,2016,Automatic,Petrol,1500,48128,8295000
Toyota,Vitz,2017,Automatic,Petrol,1000,48840,4375000
Toyota,Passo XL,2016,Automatic,Petrol,1000,49000,4395000
Toyota,Axio,2016,Automatic,Hybrid,1500,49000,5240000
Toyota,Premio,2015,Automatic,Petrol,1500,49000,8175000
Toyota,Allion,2016,Automatic,Petrol,1500,49000,8200000
Toyota,Premio,2017,Automatic,Petrol,1500,49000,8995000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,49000,9390000
Toyota,Vitz,2017,Automatic,Petrol,1000,49470,4600000
Toyota,Axio,2014,Automatic,Hybrid,1500,49850,4500000
Toyota,Passo,2015,Automatic,Petrol,1000,50000,3980000
Toyota,Tank,2017,Automatic,Petrol,1000,50000,3990000
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,50000,4725000
Toyota,Axio,2015,Automatic,Hybrid,1500,50000,4825000
Toyota,Axio,2017,Automatic,Hybrid,1500,50000,5800000
Toyota,Premio,2013,Automatic,Petrol,1500,50000,6650000
Toyota,Premio,2013,Automatic,Petrol,1500,50000,6650000
Toyota,Premio,2016,Automatic,Petrol,1500,50000,8450000
Toyota,Premio,2017,Automatic,Petrol,1500,50000,8995000
Toyota,Premio,2017,Automatic,Petrol,1500,50000,9750000
Toyota,Passo,2012,Automatic,Petrol,1000,50228,3125000
Toyota,Vitz F,2015,Automatic,Petrol,1000,50600,4525000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,50680,3875000
Toyota,Vitz,2015,Automatic,Petrol,1000,51000,4275000
Toyota,Vitz,2015,Automatic,Petrol,1000,51000,4425000
Toyota,Vitz,2016,Automatic,Petrol,1000,51000,4500000
Toyota,Axio,2015,Automatic,Petrol,1500,51000,4975000
Toyota,Axio X Grade,2017,Automatic,Hybrid,1500,51000,5725000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,51000,6695000
Toyota,Aqua G Grade,2015,Automatic,Hybrid,1500,51500,3800000
Toyota,Axio WXB,2017,Automatic,Petrol,1500,51789,6950000
Toyota,Vitz,2015,Automatic,Petrol,1000,51900,4200000
Toyota,Prius S Touring,2014,Automatic,Petrol,1800,52000,4350000
Toyota,Vitz,2015,Automatic,Petrol,1000,52000,4385000
Toyota,Axio,2015,Automatic,Hybrid,1500,52000,4950000
Toyota,Axio,2015,Automatic,Hybrid,1500,52000,5525000
Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,52000,5850000
Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,52000,6075000
Toyota,Axio WXB,2016,Automatic,Hybrid,1500,52000,6500000
Toyota,Premio,2013,Automatic,Petrol,1500,52000,6890000
Toyota,Premio,2017,Automatic,Petrol,1500,52000,9550000
Toyota,Premio,2017,Automatic,Petrol,1500,52000,9650000
Toyota,Aqua S Grade,2015,Automatic,Hybrid,1500,52300,4275000
Toyota,Vitz,2018,Automatic,Petrol,1000,52496,5250000
Toyota,Aqua X Urban,2015,Automatic,Petrol,1500,52600,4550000
Toyota,Aqua,2014,Automatic,Petrol,1500,53000,4150000
Toyota,Axio,2011,Automatic,Petrol,1500,53000,4175000
Toyota,Vitz,2016,Automatic,Petrol,1000,53000,4400000
Toyota,Roomy,2017,Automatic,Petrol,1000,53000,4700000
Toyota,Prius S Touring,2014,Automatic,Hybrid,1800,53000,4875000
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,53000,5300000
Toyota,Axio,2016,Automatic,Hybrid,1500,53000,5475000
Toyota,Axio G Grade,2015,Automatic,Petrol,1500,53000,5475000
Toyota,Axio,2016,Automatic,Hybrid,1500,53000,5550000
Toyota,Axio X Grade,2016,Automatic,Petrol,1500,53000,5750000
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,53000,8100000
Toyota,Premio,2017,Automatic,Petrol,1500,53000,9200000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,53000,9375000
Toyota,Aqua G grade,2017,Automatic,Petrol,1500,53100,3850000
Toyota,Aqua G Sport,2014,Automatic,Petrol,1500,53156,5250000
Toyota,Aqua,2015,Automatic,Hybrid,1500,53300,4780000
Toyota,Premio,2007,Automatic,Petrol,1500,53700,4500000
Toyota,Aqua S Grade,2014,Automatic,Petrol,1500,54000,3310000
Toyota,Aqua,2015,Automatic,Petrol,1500,54000,3785000
Toyota,Vitz,2015,Automatic,Petrol,1000,54000,4250000
Toyota,Axio,2015,Automatic,Hybrid,1500,54000,4375000
Toyota,Axio,2015,Automatic,Petrol,1500,54000,4700000
Toyota,Vitz,2017,Automatic,Petrol,1000,54000,4885000
Toyota,Allion,2014,Automatic,Petrol,1500,54000,7600000
Toyota,Passo,2011,Automatic,Petrol,1000,54008,2985000
Toyota,Prius,2011,Automatic,Petrol,1800,54475,3850000
Toyota,Axio,2016,Automatic,Hybrid,1500,54600,5850000
Toyota,Aqua,2014,Automatic,Petrol,1500,55000,3675000
Toyota,Aqua,2014,Automatic,Hybrid,1500,55000,4050000
Toyota,Aqua,2015,Automatic,Hybrid,1500,55000,4500000
Toyota,Vitz,2017,Automatic,Petrol,1000,55000,4850000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,55000,5500000
Toyota,Axio G Grade,2015,Automatic,Petrol,1500,55000,5575000
Toyota,Axio,2018,Automatic,Petrol,1500,55000,6500000
Toyota,Premio,2017,Automatic,Petrol,1500,55000,9650000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,55000,9750000
Toyota,Aqua,2014,Automatic,Hybrid,1500,55227,3850000
Toyota,Aqua,2013,Automatic,Hybrid,1500,55400,3900000
Toyota,Passo,2008,Automatic,Petrol,1000,56000,2375000
Toyota,Vitz,2007,Automatic,Petrol,1000,56000,3075000
Toyota,Vitz,2008,Automatic,Petrol,1000,56000,3600000
Toyota,Vitz RS,2007,Automatic,Petrol,1000,56000,3625000
Toyota,Aqua,2012,Automatic,Hybrid,1500,56000,4200000
Toyota,Aqua,2015,Automatic,Hybrid,1500,56000,4350000
Toyota,Corolla 141,2008,Manual,Diesel,1500,56000,4350000
Toyota,Vitz,2016,Automatic,Petrol,1000,56000,4390000
Toyota,Vitz,2016,Automatic,Petrol,1000,56000,4535000
Toyota,Vitz,2016,Automatic,Petrol,1000,56000,4650000
Toyota,Prius,2014,Automatic,Hybrid,1800,56000,4700000
Toyota,Prius,2013,Automatic,Hybrid,1800,56000,5150000
Toyota,Prius,2017,Automatic,Hybrid,1800,56000,5700000
Toyota,Prius,2015,Automatic,Hybrid,1800,56000,6000000
Toyota,Allion,2016,Automatic,Petrol,1500,56000,7900000
Toyota,Premio G Superior,2016,Automatic,Petrol,1500,56000,8350000
Toyota,Premio,2016,Automatic,Petrol,1500,56000,8800000
Toyota,Premio,2018,Automatic,Petrol,1500,56000,10500000
Toyota,VITZ KSP130,2016,Automatic,Petrol,1000,56400,4375000
Toyota,Aqua,2012,Automatic,Petrol,1500,57000,3150000
Toyota,Aqua,2013,Automatic,Hybrid,1500,57000,3675000
Toyota,Corolla 141,2008,Automatic,Petrol,1500,57000,4100000
Toyota,Axio,2013,Automatic,Hybrid,1500,57000,4275000
Toyota,Prius,2013,Automatic,Hybrid,1800,57000,4450000
Toyota,Axio,2014,Automatic,Hybrid,1500,57000,4950000
Toyota,Axio,2015,Automatic,Hybrid,1500,57000,5550000
Toyota,Axio,2015,Automatic,Hybrid,1500,57000,5650000
Toyota,Premio,2016,Automatic,Petrol,1500,57000,8790000
Toyota,Premio,2017,Automatic,Petrol,1500,57000,8790000
Toyota,Vitz,2008,Automatic,Petrol,1000,57500,3375000
Toyota,Aqua,2013,Automatic,Petrol,1500,58000,3400000
Toyota,Vitz,2015,Automatic,Petrol,1000,58000,3999999
Toyota,Vitz,2016,Automatic,Petrol,1000,58000,4400000
Toyota,Prius,2013,Automatic,Hybrid,1800,58000,4500000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,58000,4600000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,58000,4650000
Toyota,Allion 260,2007,Automatic,Petrol,1500,58000,4990000
Toyota,Aqua G Sport,2015,Automatic,Hybrid,1500,58000,5175000
Toyota,Axio,2014,Automatic,Hybrid,1500,58046,5200000
Toyota,Prius,2012,Automatic,Hybrid,1800,58200,4490000
Toyota,Aqua G Sport,2014,Automatic,Petrol,1500,58500,4950000
Toyota,Vitz,2015,Automatic,Petrol,1000,58907,4500000
Toyota,Passo,2010,Automatic,Petrol,1000,59000,2900000
Toyota,Vitz,2016,Automatic,Petrol,1000,59000,4425000
Toyota,Vitz,2016,Automatic,Petrol,1000,59000,4475000
Toyota,Axio,2016,Automatic,Hybrid,1500,59000,5525000
Toyota,Prius G Touring,2015,Automatic,Hybrid,1800,59000,5890000
Toyota,Prius G,2015,Automatic,Hybrid,1800,59000,5935000
Toyota,Prius,2016,Automatic,Hybrid,1800,59000,7500000
Toyota,Axio,2015,Automatic,Hybrid,1500,59200,5200000
Toyota,Prius G Touring,2011,Automatic,Hybrid,1800,59700,4490000
Toyota,Premio,2015,Automatic,Petrol,1500,59900,8100000
Toyota,Prius,2016,Automatic,Petrol,1800,59966,6500000
Toyota,Aqua,2013,Automatic,Petrol,1500,60000,3550000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,60000,3650000
Toyota,Aqua S Grade,2014,Automatic,Petrol,1500,60000,3700000
Toyota,Aqua,2013,Automatic,Petrol,1500,60000,3800000
Toyota,Aqua,2014,Automatic,Petrol,1500,60000,3850000
Toyota,Prius,2014,Automatic,Petrol,1800,60000,4225000
Toyota,Vitz,2015,Automatic,Petrol,1000,60000,4325000
Toyota,Vitz,2016,Automatic,Petrol,1000,60000,4350000
Toyota,Vitz,2015,Automatic,Petrol,1000,60000,4425000
Toyota,Aqua,2016,Automatic,Petrol,1500,60000,4450000
Toyota,Roomy,2017,Automatic,Petrol,1000,60000,4650000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,60000,4875000
Toyota,Vitz,2017,Automatic,Petrol,1000,60000,4875000
Toyota,Axio,2015,Automatic,Petrol,1500,60000,4990000
Toyota,Prius,2016,Automatic,Hybrid,1800,60000,5500000
Toyota,Axio,2017,Automatic,Hybrid,1500,60000,5675000
Toyota,Allion,2013,Automatic,Petrol,1500,60000,6500000
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,60000,6650000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,60000,7975000
Toyota,Premio,2016,Automatic,Petrol,1500,60000,8200000
Toyota,Starlet,2009,Automatic,Petrol,1500,60085,2490000
Toyota,Aqua,2012,Automatic,Hybrid,1500,60100,3225000
Toyota,Premio,2013,Automatic,Petrol,1500,60500,6990000
Toyota,Axio Fielder,2015,Automatic,Petrol,1500,60568,4375000
Toyota,Prius,2013,Automatic,Hybrid,1800,60679,4600000
Toyota,Vitz,2010,Automatic,Petrol,1000,61000,3425000
Toyota,Axio,2015,Automatic,Hybrid,1500,61000,4525000
Toyota,Vitz,2017,Automatic,Petrol,1000,61000,4850000
Toyota,Axio,2015,Automatic,Hybrid,1500,61000,5050000
Toyota,Avanza,2014,Automatic,Petrol,1500,61000,5250000
Toyota,Axio,2016,Automatic,Hybrid,1500,61000,5790000
Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,61000,5850000
Toyota,Premio,2014,Automatic,Petrol,1500,61000,7500000
Toyota,Avanza,2011,Manual,Petrol,1500,61043,3200000
Toyota,Vitz,2016,Automatic,Petrol,1000,61200,4590000
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,61200,4750000
Toyota,Prius,2012,Automatic,Hybrid,1800,61500,4000000
Toyota,Aqua S Grade,2013,Automatic,Hybrid,1500,61632,3400000
Toyota,Aqua,2013,Automatic,Hybrid,1500,62000,3800000
Toyota,Aqua,2014,Automatic,Petrol,1500,62000,3950000
Toyota,Aqua,2013,Automatic,Hybrid,1500,62000,3975000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,62000,3990000
Toyota,Axio,2014,Automatic,Hybrid,1500,62000,4600000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,62000,6750000
Toyota,Premio,2014,Automatic,Petrol,1500,62000,7175000
Toyota,Premio,2014,Automatic,Petrol,1500,62000,7400000
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,62000,7490000
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,62000,10025000
Toyota,Passo,2005,Automatic,Petrol,1000,62130,2500000
Toyota,Premio,2013,Automatic,Petrol,1500,62235,6890000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,62400,7925000
Toyota,Aqua,2012,Automatic,Petrol,1500,62500,3200000
Toyota,Aqua,2013,Automatic,Petrol,1500,63000,3265000
Toyota,Axio,2013,Automatic,Hybrid,1500,63000,4050000
Toyota,Prius,2012,Automatic,Hybrid,1800,63000,4250000
Toyota,Axio,2013,Automatic,Hybrid,1500,63000,4400000
Toyota,Vitz,2016,Automatic,Petrol,1000,63000,4550000
Toyota,Axio X Grade,2015,Automatic,Petrol,1500,63000,4575000
Toyota,Premio,2014,Automatic,Petrol,1500,63000,7450000
Toyota,Premio,2016,Automatic,Petrol,1500,63000,8225000
Toyota,Premio,2016,Automatic,Petrol,1500,63000,8800000
Toyota,Belta,2012,Automatic,Petrol,1300,63002,3350000
Toyota,Axio,2014,Automatic,Hybrid,1500,63100,4650000
Toyota,Aqua,2015,Automatic,Hybrid,1500,63421,4550000
Toyota,Aqua,2013,Automatic,Hybrid,1500,63600,3980000
Toyota,Avanza,2011,Manual,Petrol,1500,64000,2900000
Toyota,Aqua,2014,Automatic,Hybrid,1500,64000,3300000
Toyota,Aqua,2014,Automatic,Petrol,1500,64000,3890000
Toyota,Vitz,2015,Automatic,Petrol,1000,64000,4700000
Toyota,Axio,2015,Automatic,Hybrid,1500,64000,5300000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,64000,6550000
Toyota,Premio,2014,Automatic,Petrol,1500,64400,7250000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,64500,3850000
Toyota,Vitz,2016,Automatic,Petrol,1000,64500,4350000
Toyota,Vitz,2008,Automatic,Petrol,1000,64564,2900000
Toyota,Aqua G Grade,2012,Automatic,Petrol,1500,64567,3650000
Toyota,Vitz KSP90,2008,Automatic,Petrol,1000,65000,2780000
Toyota,Vitz,2009,Automatic,Petrol,1000,65000,3550000
Toyota,Aqua,2014,Automatic,Petrol,1500,65000,3600000
Toyota,Aqua,2013,Automatic,Petrol,1500,65000,3850000
Toyota,Aqua,2014,Automatic,Hybrid,1500,65000,4250000
Toyota,Vitz,2015,Automatic,Petrol,1000,65000,4250000
Toyota,Vitz,2015,Automatic,Petrol,1000,65000,4275000
Toyota,Vitz,2016,Automatic,Petrol,1000,65000,4425000
Toyota,Prius S Touring,2014,Automatic,Hybrid,1800,65000,4590000
Toyota,Axio,2013,Automatic,Hybrid,1500,65000,4700000
Toyota,Aqua,2015,Automatic,Hybrid,1500,65000,4725000
Toyota,Axio,2010,Automatic,Petrol,1500,65000,4850000
Toyota,Aqua G Sport,2014,Automatic,Hybrid,1500,65000,4900000
Toyota,Axio,2015,Automatic,Hybrid,1500,65000,5300000
Toyota,Axio,2015,Automatic,Petrol,1500,65000,5450000
Toyota,Axio,2015,Automatic,Hybrid,1500,65000,5600000
Toyota,Axio,2017,Automatic,Petrol,1500,65000,5825000
Toyota,Axio X Grade,2017,Automatic,Hybrid,1500,65000,6100000
Toyota,Axio,2016,Automatic,Hybrid,1500,65000,6250000
Toyota,Axio WXB,2016,Automatic,Hybrid,1500,65000,6300000
Toyota,Premio 260,2015,Automatic,Petrol,1500,65000,7250000
Toyota,Prius W50,2016,Automatic,Hybrid,1800,65000,7500000
Toyota,Premio,2016,Automatic,Petrol,1500,65000,8750000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,65395,3550000
Toyota,Prius S Grade,2013,Automatic,Hybrid,1800,65786,4535000
Toyota,Aqua,2014,Automatic,Petrol,1500,65800,4350000
Toyota,Aqua S Grade,2012,Automatic,Petrol,1500,66000,3625000
Toyota,Aqua,2013,Automatic,Hybrid,1500,66000,3850000
Toyota,Aqua,2012,Automatic,Hybrid,1500,66000,3850000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,66000,3875000
Toyota,Axio X Grade,2013,Automatic,Hybrid,1500,66000,4450000
Toyota,Axio X Grade,2011,Automatic,Petrol,1500,66000,4800000
Toyota,Axio,2015,Automatic,Hybrid,1500,66000,5200000
Toyota,Premio,2013,Automatic,Petrol,1500,66000,6525000
Toyota,Premio,2013,Automatic,Petrol,1500,66000,6850000
Toyota,Premio,2015,Automatic,Petrol,1500,66000,7700000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,66000,7975000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,66000,8690000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,66000,9775000
Toyota,Starlet,2012,Automatic,Petrol,1500,66085,2685000
Toyota,Premio,2015,Automatic,Petrol,1500,66400,7775000
Toyota,Premio,2010,Automatic,Petrol,1500,66500,5945000
Toyota,Premio,2013,Automatic,Petrol,1500,66500,6835000
Toyota,Prius,2012,Automatic,Hybrid,1800,66800,3790000
Toyota,Vitz,2011,Automatic,Petrol,1000,67000,3275000
Toyota,Aqua,2012,Automatic,Hybrid,1500,67000,3290000
Toyota,Vitz,2009,Automatic,Petrol,1000,67000,3450000
Toyota,Aqua,2012,Automatic,Hybrid,1500,67000,3675000
Toyota,Aqua G Grade,2012,Automatic,Hybrid,1500,67000,3690000
Toyota,Prius,2013,Automatic,Petrol,1800,67000,3825000
Toyota,Prius,2013,Automatic,Hybrid,1800,67000,4000000
Toyota,Axio,2009,Manual,Petrol,1500,67000,4075000
Toyota,Axio X Grade,2014,Automatic,Hybrid,1500,67000,4150000
Toyota,Axio,2014,Automatic,Hybrid,1500,67000,4450000
Toyota,Axio,2016,Automatic,Hybrid,1500,67000,5685000
Toyota,Premio,2015,Automatic,Petrol,1500,67000,6500000
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,67000,6790000
Toyota,Premio,2015,Automatic,Petrol,1500,67000,8100000
Toyota,Prius Alpha,2012,Automatic,Hybrid,1800,67100,3790000
Toyota,Prius,2010,Automatic,Petrol,1800,67324,3975000
Toyota,Aqua S Grade,2012,Automatic,Hybrid,1500,67500,3275000
Toyota,Etios,2013,Manual,Petrol,1500,67800,3475000
Toyota,Vitz,2008,Automatic,Petrol,1000,68000,3325000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,68000,3500000
Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,68000,3600000
Toyota,Aqua S Grade,2012,Automatic,Petrol,1500,68000,3660000
Toyota,Aqua G Grade,2013,Automatic,Petrol,1500,68000,3775000
Toyota,Prius,2011,Automatic,Petrol,1800,68000,3800000
Toyota,Axio X Grade,2014,Automatic,Hybrid,1500,68000,3850000
Toyota,Aqua,2014,Automatic,Hybrid,1500,68000,4000000
Toyota,Vitz,2015,Automatic,Petrol,1000,68000,4250000
Toyota,Axio,2014,Automatic,Hybrid,1500,68000,4350000
Toyota,Axio,2014,Automatic,Hybrid,1500,68000,4450000
Toyota,Axio 165,2014,Automatic,Hybrid,1500,68000,4875000
Toyota,Prius S Touring,2013,Automatic,Hybrid,1800,68000,4990000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,68000,5590000
Toyota,Premio,2015,Automatic,Petrol,1500,68000,7975000
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,68000,8075000
Toyota,Vitz,2018,Automatic,Petrol,1000,68249,5390000
Toyota,Axio,2015,Automatic,Hybrid,1500,68400,5350000
Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,68500,5725000
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,68500,7450000
Toyota,Aqua,2014,Automatic,Petrol,1500,68850,3950000
Toyota,Aqua,2012,Automatic,Petrol,1500,69000,3220000
Toyota,Aqua,2013,Automatic,Hybrid,1500,69000,3300000
Toyota,Aqua,2012,Automatic,Hybrid,1500,69000,3475000
Toyota,Aqua,2014,Automatic,Hybrid,1500,69000,3550000
Toyota,Aqua,2014,Automatic,Hybrid,1500,69000,3800000
Toyota,Vitz,2015,Automatic,Petrol,1000,69000,4250000
Toyota,Aqua,2014,Automatic,Hybrid,1500,69000,4650000
Toyota,Axio,2014,Automatic,Hybrid,1500,69000,4675000
Toyota,Axio G Grade,2014,Automatic,Hybrid,1500,69000,4880000
Toyota,Prius 3rd Genaration,2015,Automatic,Hybrid,1800,69000,4890000
Toyota,Allion ,2010,Automatic,Petrol,1500,69000,5590000
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,69000,5900000
Toyota,Aqua,2013,Automatic,Petrol,1500,69266,3895000
Toyota,Aqua G Grade,2012,Automatic,Petrol,1500,69500,3650000
Toyota,Passo,2007,Automatic,Petrol,1000,70000,2675000
Toyota,Vitz,2005,Automatic,Petrol,1000,70000,3150000
Toyota,Aqua,2013,Automatic,Petrol,1500,70000,3250000
