name,company,year,Price,kms_driven,fuel_type
Axio,Toyota,2015,7500000,73000,Hybrid
Axio,Toyota,2016,8550000,73200,Hybrid
Axio,Toyota,2017,8300000,73500,Hybrid
Axio,Toyota,2013,6775000,74000,Hybrid
Axio,Toyota,2016,8550000,74000,Petrol
Axio,Toyota,2015,7500000,75000,Petrol
Axio,Toyota,2015,7500000,75500,Hybrid
Axio,Toyota,2014,6250000,76000,Hybrid
Axio,Toyota,2013,6775000,76500,Hybrid
Axio,Toyota,2015,7500000,76500,Hybrid
Axio,Toyota,2016,8550000,76500,Hybrid
Axio,Toyota,2015,7500000,77350,Hybrid
Axio,Toyota,2010,5500000,77553,Petrol
Axio,Toyota,2015,7500000,78000,Hybrid
Axio,Toyota,2015,7500000,78000,Hybrid
Axio,Toyota,2015,7500000,78000,Petrol
Axio,Toyota,2016,8550000,78000,Hybrid
Axio,Toyota,2011,5975000,79000,Petrol
Axio,Toyota,2015,7500000,79000,Hybrid
Axio,Toyota,2014,6250000,80000,Hybrid
Axio,Toyota,2013,6775000,80000,Hybrid
Axio,Toyota,2014,6250000,80000,Hybrid
Axio,Toyota,2014,6250000,80000,Petrol
Axio,Toyota,2015,7500000,80000,Hybrid
Axio,Toyota,2015,7500000,80000,Hybrid
Axio,Toyota,2015,7500000,80500,Hybrid
Axio,Toyota,2007,4900000,81000,Petrol
Axio,Toyota,2014,6250000,81000,Hybrid
Axio,Toyota,2015,7500000,81000,Hybrid
Axio,Toyota,2015,7500000,82000,Hybrid
Axio,Toyota,2013,6775000,83000,Hybrid
Axio,Toyota,2016,8550000,84000,Hybrid
Axio,Toyota,2015,7500000,84000,Hybrid
Axio,Toyota,2015,7500000,84000,Hybrid
Axio,Toyota,2016,8550000,84000,Hybrid
Axio,Toyota,2015,7500000,85000,Hybrid
Axio,Toyota,2015,7500000,85000,Hybrid
Axio,Toyota,2013,6775000,86000,Hybrid
Axio,Toyota,2014,6250000,87000,Petrol
Axio,Toyota,2015,7500000,87000,Hybrid
Axio,Toyota,2015,7500000,87000,Hybrid
Axio,Toyota,2015,7500000,87000,Hybrid
Axio,Toyota,2010,5500000,88000,Petrol
Axio,Toyota,2008,5750000,88000,Petrol
Axio,Toyota,2008,5750000,88000,Diesel
Axio,Toyota,2013,6775000,88000,Hybrid
Axio,Toyota,2015,7500000,88200,Hybrid
Axio,Toyota,2013,6775000,88500,Petrol
Axio,Toyota,2008,5750000,89000,Petrol
Axio,Toyota,2015,7500000,89000,Petrol
Axio,Toyota,2014,6250000,90000,Hybrid
Axio,Toyota,2014,6250000,90000,Hybrid
Axio,Toyota,2015,7500000,90000,Petrol
Axio,Toyota,2017,8300000,90000,Hybrid
Axio,Toyota,2015,7500000,91000,Petrol
Axio,Toyota,2008,5750000,92000,Hybrid
Axio,Toyota,2008,5750000,92000,Petrol
Axio,Toyota,2013,6775000,92000,Hybrid
Axio,Toyota,2015,7500000,92000,Hybrid
Axio,Toyota,2014,6250000,92200,Hybrid
Axio,Toyota,2014,6250000,94000,Hybrid
Axio,Toyota,2015,7500000,96000,Hybrid
Axio,Toyota,2016,8550000,97000,Hybrid
Axio,Toyota,2014,6250000,97219,Petrol
Axio,Toyota,2015,7500000,98000,Petrol
Axio,Toyota,2014,6250000,99000,Hybrid
Axio,Toyota,2015,7500000,99000,Petrol
Axio,Toyota,2007,5500000,100000,Petrol
Axio,Toyota,2013,6775000,100000,Hybrid
Axio,Toyota,2014,6250000,100000,Hybrid
Axio,Toyota,2014,6250000,100000,Hybrid
Axio,Toyota,2007,5500000,166000,Petrol
Axio,Toyota,2014,6250000,178000,Petrol
Axio,Toyota,2009,5650000,235000,Petrol
Axio Fielder,Toyota,2018,8600000,26000,Hybrid
Axio Fielder,Toyota,2015,8450000,60568,Petrol
Axio Fielder,Toyota,2015,8450000,73000,Petrol
Axio Fielder,Toyota,2015,8450000,90255,Hybrid
Axio Fielder,Toyota,2014,6975000,108000,Hybrid
Axio Fielder,Toyota,2007,5775000,118000,Petrol
Axio Fielder,Toyota,2008,5900000,135000,Petrol
Axio Fielder,Toyota,2014,6975000,145000,Hybrid
Axio G Grade,Toyota,2018,1050000,17000,Hybrid
Axio G Grade,Toyota,2018,1050000,25000,Petrol
Axio G Grade,Toyota,2016,8900000,31000,Hybrid
Axio G Grade,Toyota,2014,7090000,35000,Hybrid
Axio G Grade,Toyota,2016,8900000,39000,Hybrid
Axio G Grade,Toyota,2014,7090000,41000,Hybrid
Axio G Grade,Toyota,2016,8900000,41000,Petrol
Axio G Grade,Toyota,2017,7850000,44000,Hybrid
Axio G Grade,Toyota,2016,8900000,52000,Hybrid
Axio G Grade,Toyota,2016,8900000,52000,Hybrid
Axio G Grade,Toyota,2015,7550000,53000,Petrol
Axio G Grade,Toyota,2015,7550000,55000,Hybrid
Axio G Grade,Toyota,2015,7550000,55000,Petrol
Axio G Grade,Toyota,2016,8900000,61000,Hybrid
Axio G Grade,Toyota,2015,7550000,68000,Hybrid
Axio G Grade,Toyota,2016,8900000,68500,Hybrid
Axio G Grade,Toyota,2014,7090000,69000,Hybrid
Axio G Grade,Toyota,2015,7550000,70000,Hybrid
Axio G Grade,Toyota,2014,7090000,71700,Petrol
Axio G Grade,Toyota,2014,7090000,72000,Hybrid
Axio G Grade,Toyota,2015,7550000,72000,Hybrid
Axio G Grade,Toyota,2015,7550000,72115,Hybrid
Axio G Grade,Toyota,2015,7550000,73000,Hybrid
Axio G Grade,Toyota,2015,7550000,76400,Hybrid
Axio G Grade,Toyota,2015,7550000,77000,Hybrid
Axio G Grade,Toyota,2014,7090000,79589,Petrol
Axio G Grade,Toyota,2015,7550000,80000,Petrol
Axio G Grade,Toyota,2016,8900000,80000,Hybrid
Axio G Grade,Toyota,2015,7550000,81000,Hybrid
Axio G Grade,Toyota,2014,7090000,81500,Hybrid
Axio G Grade,Toyota,2015,7550000,85000,Hybrid
Axio G Grade,Toyota,2015,7550000,85258,Petrol
Axio G Grade,Toyota,2013,6400000,86000,Hybrid
Axio G Grade,Toyota,2013,6400000,86000,Hybrid
Axio G Grade,Toyota,2015,7550000,87000,Petrol
Axio G Grade,Toyota,2014,7090000,91000,Hybrid
Axio G Grade,Toyota,2011,7500000,92000,Petrol
Axio G Grade,Toyota,2014,7090000,100000,Hybrid
Axio G Grade,Toyota,2010,7150000,108000,Petrol
Axio G Grade,Toyota,2013,6400000,110000,Hybrid
Axio G Grade,Toyota,2007,5950000,112000,Petrol
Axio G Grade,Toyota,2011,7500000,115000,Petrol
Axio G Grade,Toyota,2007,5950000,120000,Petrol
Axio G Grade,Toyota,2016,8900000,125000,Hybrid
Axio G Grade,Toyota,2007,5950000,130000,Petrol
Axio G Grade,Toyota,2008,6450000,142000,Petrol
Axio G Grade,Toyota,2006,5750000,144500,Petrol
Axio G Grade,Toyota,2007,5950000,146000,Petrol
Axio G Grade,Toyota,2010,7150000,148000,Petrol
Axio G Grade,Toyota,2007,5950000,158000,Petrol
Axio G Grade,Toyota,2008,6450000,170000,Petrol
Axio G Grade,Toyota,2008,6450000,194000,Petrol
Axio WXB,Toyota,2018,16500000,4500,Hybrid
Axio WXB,Toyota,2019,15100000,4500,Hybrid
Axio WXB,Toyota,2018,16500000,5850,Hybrid
Axio WXB,Toyota,2017,10500000,8000,Hybrid
Axio WXB,Toyota,2018,16500000,12500,Hybrid
Axio WXB,Toyota,2018,16500000,13000,Hybrid
Axio WXB,Toyota,2018,16500000,15500,Petrol
Axio WXB,Toyota,2018,16500000,16500,Petrol
Axio WXB,Toyota,2017,10500000,19000,Hybrid
Axio WXB,Toyota,2018,16500000,20100,Hybrid
Axio WXB,Toyota,2012,7390000,22000,Hybrid
Axio WXB,Toyota,2017,10500000,22000,Hybrid
Axio WXB,Toyota,2017,10500000,25000,Hybrid
Axio WXB,Toyota,2019,15100000,25000,Petrol
Axio WXB,Toyota,2016,9800000,25096,Hybrid
Axio WXB,Toyota,2017,10500000,26000,Petrol
Axio WXB,Toyota,2017,10500000,29000,Hybrid
Axio WXB,Toyota,2016,9800000,32000,Petrol
Axio WXB,Toyota,2017,10500000,35000,Hybrid
Axio WXB,Toyota,2017,10500000,36000,Hybrid
Axio WXB,Toyota,2017,10500000,36300,Hybrid
Axio WXB,Toyota,2016,9800000,36500,Hybrid
Axio WXB,Toyota,2017,10500000,37000,Petrol
Axio WXB,Toyota,2017,10500000,38000,Hybrid
Axio WXB,Toyota,2017,10500000,42000,Hybrid
Axio WXB,Toyota,2017,10500000,43000,Hybrid
Axio WXB,Toyota,2016,9800000,47569,Hybrid
Axio WXB,Toyota,2017,10500000,48100,Hybrid
Axio WXB,Toyota,2017,10500000,51000,Hybrid
Axio WXB,Toyota,2017,10500000,51789,Petrol
Axio WXB,Toyota,2016,9800000,52000,Hybrid
Axio WXB,Toyota,2017,10500000,62000,Hybrid
Axio WXB,Toyota,2017,10500000,64000,Hybrid
Axio WXB,Toyota,2016,9800000,65000,Hybrid
Axio WXB,Toyota,2017,10500000,70000,Hybrid
Axio WXB,Toyota,2017,10500000,76000,Hybrid
Axio WXB,Toyota,2017,10500000,78000,Hybrid
Axio WXB,Toyota,2017,10500000,89000,Hybrid
Axio WXB,Toyota,2017,10500000,103000,Hybrid
Axio X Grade,Toyota,2016,7690000,48000,Hybrid
Axio X Grade,Toyota,2017,12100000,51000,Hybrid
Axio X Grade,Toyota,2016,7690000,53000,Petrol
Axio X Grade,Toyota,2015,8975000,63000,Petrol
Axio X Grade,Toyota,2017,12100000,65000,Hybrid
Axio X Grade,Toyota,2011,5975000,66000,Petrol
Axio X Grade,Toyota,2014,7525000,67000,Hybrid
Axio X Grade,Toyota,2014,7525000,68000,Hybrid
Axio X Grade,Toyota,2014,7525000,74000,Hybrid
Axio X Grade,Toyota,2007,5500000,74000,Petrol
Axio X Grade,Toyota,2015,8975000,77000,Hybrid
Axio X Grade,Toyota,2007,5500000,89000,Petrol
Axio X Grade,Toyota,2007,5500000,91000,Petrol
Axio X Grade,Toyota,2016,7690000,93000,Hybrid
Axio X Grade,Toyota,2010,7190000,110000,Petrol
Axio X Grade,Toyota,2008,6175000,120000,Petrol
Axio X Grade,Toyota,2007,5500000,121500,Petrol
Axio X Grade,Toyota,2007,5500000,122000,Petrol
Axio X Grade,Toyota,2007,5500000,124000,Petrol
Axio X Grade,Toyota,2007,5500000,128720,Petrol
Axio X Grade,Toyota,2008,6175000,130000,Petrol
Axio X Grade,Toyota,2010,7190000,133000,Petrol
Axio X Grade,Toyota,2007,5500000,137000,Petrol
Axio X Grade,Toyota,2011,5975000,140000,Petrol
Axio X Grade,Toyota,2011,5975000,141000,Petrol
Axio X Grade,Toyota,2007,5500000,159000,Petrol
Axio X Grade,Toyota,2010,7190000,167000,Petrol
Axio X Grade,Toyota,2008,6175000,170000,Petrol
Belta,Toyota,2012,4875000,63002,Petrol
Belta,Toyota,2009,5950000,74000,Petrol
Belta,Toyota,2008,4990000,80000,Petrol
Belta,Toyota,2007,4550000,80000,Petrol
Belta,Toyota,2007,4550000,89000,Petrol
Belta,Toyota,2008,4990000,89000,Petrol
Belta,Toyota,2008,4990000,89912,Petrol
Belta,Toyota,2009,5950000,91000,Petrol
Belta,Toyota,2010,5690000,92000,Petrol
Belta,Toyota,2010,5690000,93100,Petrol
Belta,Toyota,2008,4990000,95000,Petrol
Belta,Toyota,2007,4550000,96000,Petrol
Belta,Toyota,2008,4990000,105000,Petrol
Belta,Toyota,2007,4550000,108000,Petrol
Belta,Toyota,2007,4550000,114000,Petrol
Belta,Toyota,2007,4550000,115000,Petrol
Belta,Toyota,2007,4550000,115000,Petrol
Belta,Toyota,2010,5690000,115000,Petrol
Belta,Toyota,2007,4550000,116000,Petrol
Belta,Toyota,2008,4990000,116000,Petrol
Belta,Toyota,2008,4990000,121000,Petrol
Belta,Toyota,2008,4990000,122000,Petrol
Belta,Toyota,2007,4550000,123000,Petrol
Belta,Toyota,2008,4990000,127000,Petrol
Belta,Toyota,2007,4550000,132000,Petrol
Belta,Toyota,2007,4550000,140000,Petrol
Belta,Toyota,2009,5950000,140000,Petrol
Belta,Toyota,2007,4550000,147000,Petrol
Belta,Toyota,2007,4550000,150000,Petrol
Belta,Toyota,2007,4550000,150000,Petrol
Belta,Toyota,2008,4990000,150000,Petrol
Belta,Toyota,2007,4550000,175000,Petrol
Belta,Toyota,2010,5690000,190000,Petrol
Carina,Toyota,2001,4300000,117000,Petrol
Carina,Toyota,2000,4075000,120000,Petrol
Carina,Toyota,2000,4075000,125000,Petrol
Carina,Toyota,2000,4075000,135230,Petrol
Carina,Toyota,2001,4300000,137000,Petrol
Carina,Toyota,2004,3925000,140000,Diesel
Carina,Toyota,2000,4075000,147000,Petrol
Carina,Toyota,2000,4075000,150000,Petrol
Carina,Toyota,2000,4075000,150000,Petrol
Carina,Toyota,2000,4075000,162000,Petrol
Carina,Toyota,2000,4075000,180000,Petrol
Carina,Toyota,2000,4075000,180356,Petrol
Carina,Toyota,2001,4300000,200000,Petrol
Carina,Toyota,2000,4075000,201000,Petrol
Carina,Toyota,2002,4500000,213000,Petrol
Carina,Toyota,2001,4300000,225000,Petrol
Carina,Toyota,2000,4075000,285000,Diesel
Carina,Toyota,2001,4300000,340000,Petrol
Corolla 110,Toyota,2003,4700000,87500,Petrol
Corolla 110,Toyota,2000,3350000,130000,Petrol
Corolla 110,Toyota,2000,3350000,135000,Petrol
Corolla 110,Toyota,2000,3350000,152000,Petrol
Corolla 110,Toyota,2000,3350000,154000,Petrol
Corolla 110,Toyota,2001,4000000,159500,Petrol
Corolla 110,Toyota,2004,4700000,195000,Petrol
Corolla 110,Toyota,2000,3350000,200000,Petrol
Corolla 110,Toyota,2000,3350000,275000,Diesel
Corolla 110,Toyota,2000,3350000,315000,Diesel
Corolla 110,Toyota,2000,3350000,335000,Diesel
Corolla 121,Toyota,2004,4300000,88000,Petrol
Corolla 121,Toyota,2005,4850000,99600,Petrol
Corolla 121,Toyota,2002,4250000,100000,Petrol
Corolla 121,Toyota,2006,5950000,100000,Petrol
Corolla 121,Toyota,2002,4250000,105240,Diesel
Corolla 121,Toyota,2003,3400000,107000,Petrol
Corolla 121,Toyota,2003,3400000,110000,Petrol
Corolla 121,Toyota,2002,4250000,111000,Petrol
Corolla 121,Toyota,2003,3400000,114000,Petrol
Corolla 121,Toyota,2002,4250000,114000,Petrol
Corolla 121,Toyota,2003,3400000,116000,Petrol
Corolla 121,Toyota,2003,3400000,117000,Petrol
Corolla 121,Toyota,2004,4300000,117000,Petrol
Corolla 121,Toyota,2002,4250000,118000,Petrol
Corolla 121,Toyota,2000,3950000,119000,Petrol
Corolla 121,Toyota,2001,4390000,120000,Petrol
Corolla 121,Toyota,2003,3400000,120000,Petrol
Corolla 121,Toyota,2004,4300000,120000,Petrol
Corolla 121,Toyota,2004,4300000,121000,Petrol
Corolla 121,Toyota,2006,5950000,126000,Petrol
Corolla 121,Toyota,2004,4300000,132000,Petrol
Corolla 121,Toyota,2004,4300000,134000,Petrol
Corolla 121,Toyota,2007,4690000,135000,Petrol
Corolla 121,Toyota,2007,4690000,135000,Petrol
Corolla 121,Toyota,2006,4675000,135620,Petrol
Corolla 121,Toyota,2001,4390000,138000,Petrol
Corolla 121,Toyota,2001,4390000,139800,Petrol
Corolla 121,Toyota,2000,3950000,140000,Petrol
Corolla 121,Toyota,2002,4250000,140000,Diesel
Corolla 121,Toyota,2003,3400000,140000,Petrol
Corolla 121,Toyota,2005,4975000,140000,Petrol
Corolla 121,Toyota,2004,4300000,140439,Petrol
Corolla 121,Toyota,2006,4675000,143000,Petrol
Corolla 121,Toyota,2003,3400000,143000,Petrol
Corolla 121,Toyota,2000,3950000,144000,Petrol
Corolla 121,Toyota,2001,4390000,145000,Petrol
Corolla 121,Toyota,2002,4250000,145000,Petrol
Corolla 121,Toyota,2001,4390000,146000,Petrol
Corolla 121,Toyota,2002,4250000,148000,Petrol
Corolla 121,Toyota,2002,4250000,148000,Petrol
Corolla 121,Toyota,2003,3400000,150000,Petrol
Corolla 121,Toyota,2003,3400000,150000,Petrol
Corolla 121,Toyota,2004,4300000,150000,Petrol
Corolla 121,Toyota,2000,3950000,151678,Petrol
Corolla 121,Toyota,2003,3400000,152000,Petrol
Corolla 121,Toyota,2006,4675000,152132,Petrol
Corolla 121,Toyota,2002,4250000,154000,Petrol
Corolla 121,Toyota,2003,3400000,154380,Petrol
Corolla 121,Toyota,2000,3950000,155000,Petrol
Corolla 121,Toyota,2003,3400000,155000,Petrol
Corolla 121,Toyota,2004,4300000,156000,Petrol
Corolla 121,Toyota,2005,4975000,157250,Petrol
Corolla 121,Toyota,2003,3400000,158000,Petrol
Corolla 121,Toyota,2004,4300000,159000,Petrol
Corolla 121,Toyota,2004,4300000,159831,Petrol
Corolla 121,Toyota,2001,4390000,160000,Petrol
Corolla 121,Toyota,2002,4250000,160000,Petrol
Corolla 121,Toyota,2005,4975000,160000,Petrol
Corolla 121,Toyota,2005,4975000,160000,Petrol
Corolla 121,Toyota,2004,4300000,160000,Petrol
Corolla 121,Toyota,2001,4390000,160500,Petrol
Corolla 121,Toyota,2006,4675000,160572,Diesel
Corolla 121,Toyota,2001,4390000,162000,Petrol
Corolla 121,Toyota,2003,3400000,162800,Petrol
Corolla 121,Toyota,2002,4250000,164000,Petrol
Corolla 121,Toyota,2003,3400000,165000,Petrol
Corolla 121,Toyota,2006,4675000,165000,Petrol
Corolla 121,Toyota,2003,3400000,167000,Petrol
Corolla 121,Toyota,2001,4390000,168000,Petrol
Corolla 121,Toyota,2004,4300000,169000,Petrol
Corolla 121,Toyota,2001,4390000,169000,Petrol
Corolla 121,Toyota,2002,4250000,170000,Petrol
Corolla 121,Toyota,2002,4250000,170000,Petrol
Corolla 121,Toyota,2002,4250000,170000,Petrol
Corolla 121,Toyota,2002,4250000,170000,Petrol
Corolla 121,Toyota,2004,4300000,175000,Petrol
Corolla 121,Toyota,2005,4975000,175000,Petrol
Corolla 121,Toyota,2001,4390000,175050,Petrol
Corolla 121,Toyota,2001,4390000,177000,Petrol
Corolla 121,Toyota,2003,3400000,179000,Petrol
Corolla 121,Toyota,2000,3950000,179000,Petrol
Corolla 121,Toyota,2004,4300000,179000,Petrol
Corolla 121,Toyota,2001,4390000,287559,Diesel
Corolla 121,Toyota,2002,4250000,300000,Diesel
Corolla 121,Toyota,2004,4300000,327000,Petrol
Corolla 121,Toyota,2000,3950000,386400,Petrol
Corolla 141,Toyota,2013,7900000,32000,Petrol
Corolla 141,Toyota,2008,5500000,56000,Diesel
Corolla 141,Toyota,2008,5500000,57000,Petrol
Corolla 141,Toyota,2008,5500000,75000,Petrol
Corolla 141,Toyota,2008,5500000,76000,Petrol
Corolla 141,Toyota,2012,7900000,77250,Petrol
Corolla 141,Toyota,2008,5500000,83000,Petrol
Corolla 141,Toyota,2011,7200000,87000,Petrol
Corolla 141,Toyota,2008,5500000,90000,Petrol
Corolla 141,Toyota,2008,5500000,93000,Petrol
Corolla 141,Toyota,2007,5300000,96500,Petrol
Corolla 141,Toyota,2008,5500000,101000,Petrol
Corolla 141,Toyota,2008,5500000,101000,Petrol
Corolla 141,Toyota,2008,5500000,103000,Petrol
Corolla 141,Toyota,2008,5500000,104538,Petrol
Corolla 141,Toyota,2008,5500000,105000,Petrol
Corolla 141,Toyota,2008,5500000,105000,Petrol
Corolla 141,Toyota,2008,5500000,106094,Petrol
Corolla 141,Toyota,2008,5500000,108000,Petrol
Corolla 141,Toyota,2008,5500000,109000,Petrol
Corolla 141,Toyota,2008,5500000,110000,Petrol
Corolla 141,Toyota,2007,5300000,114340,Petrol
Corolla 141,Toyota,2008,5500000,117000,Petrol
Corolla 141,Toyota,2007,5300000,117500,Petrol
Corolla 141,Toyota,2008,5500000,120000,Petrol
Corolla 141,Toyota,2007,5300000,123000,Petrol
Corolla 141,Toyota,2008,5500000,130000,Petrol
Corolla 141,Toyota,2008,5500000,130500,Petrol
Corolla 141,Toyota,2008,5500000,132000,Petrol
Corolla 141,Toyota,2008,5500000,134000,Petrol
Corolla 141,Toyota,2007,5300000,135000,Diesel
Corolla 141,Toyota,2008,5500000,136000,Petrol
Corolla 141,Toyota,2008,5500000,140000,Petrol
Corolla 141,Toyota,2008,5500000,144500,Petrol
Corolla 141,Toyota,2008,5500000,145000,Petrol
Corolla 141,Toyota,2007,5300000,145000,Petrol
Corolla 141,Toyota,2011,6600000,149000,Diesel
Corolla 141,Toyota,2008,5500000,160000,Petrol
Corolla 141,Toyota,2008,5500000,161100,Petrol
Corolla 141,Toyota,2008,5500000,163000,Petrol
Corolla 141,Toyota,2007,5300000,165000,Petrol
Corolla 141,Toyota,2008,5500000,190000,Petrol
Corolla 141,Toyota,2008,5500000,193000,Petrol
Corolla 141,Toyota,2008,5500000,237200,Petrol
Corona Premio,Toyota,2000,4550000,260000,Petrol
Corona Premio,Toyota,2000,4550000,260000,Petrol
Premio,Toyota,2010,7600000,115000,Petrol
Premio,Toyota,2007,6950000,116000,Petrol
Premio,Toyota,2010,7600000,116000,Petrol
Premio,Toyota,2010,7600000,116200,Petrol
Premio,Toyota,2009,7500000,117000,Petrol
Premio,Toyota,2007,6950000,117000,Petrol
Premio,Toyota,2007,6950000,118000,Petrol
Premio,Toyota,2007,6950000,118000,Petrol
Premio,Toyota,2002,5500000,120000,Petrol
Premio,Toyota,2011,8500000,120000,Petrol
Premio,Toyota,2000,4550000,123123,Diesel
Premio,Toyota,2008,7500000,127865,Petrol
Premio,Toyota,2007,6950000,130000,Petrol
Premio,Toyota,2007,6950000,134500,Petrol
Premio,Toyota,2004,5975000,136500,Petrol
Premio,Toyota,2008,7500000,145000,Petrol
Premio,Toyota,2012,9275000,145000,Petrol
Premio,Toyota,2000,4550000,150000,Diesel
Premio,Toyota,2008,7500000,150000,Petrol
Premio,Toyota,2010,7600000,150000,Petrol
Premio,Toyota,2007,6950000,152000,Petrol
Premio,Toyota,2011,8500000,154000,Petrol
Premio,Toyota,2007,6950000,159000,Petrol
Premio,Toyota,2002,5500000,160000,Petrol
Premio,Toyota,2007,6950000,160000,Petrol
Premio,Toyota,2002,5500000,165000,Petrol
Premio,Toyota,2007,6950000,165000,Petrol
Premio,Toyota,2011,8500000,167000,Petrol
Premio,Toyota,2007,6950000,172000,Petrol
Premio,Toyota,2007,6950000,172000,Petrol
Premio,Toyota,2004,5975000,179000,Petrol
Premio,Toyota,2006,6200000,205000,Petrol
Premio 240,Toyota,2007,6900000,88900,Petrol
Premio 240,Toyota,2001,5300000,135000,Petrol
Premio 240,Toyota,2003,5500000,142000,Petrol
Premio 240,Toyota,2003,5990000,144000,Petrol
Premio 240,Toyota,2005,5990000,145000,Petrol
Premio 240,Toyota,2004,5975000,166000,Petrol
Premio 240,Toyota,2005,5990000,170000,Petrol
Premio 240,Toyota,2002,5500000,198000,Petrol
Premio 240,Toyota,2003,6000000,210600,Petrol
Premio 260,Toyota,2018,13690000,11400,Petrol
Premio 260,Toyota,2018,13690000,13000,Petrol
Premio 260,Toyota,2015,11690000,65000,Petrol
Premio 260,Toyota,2012,9275000,73000,Petrol
Premio 260,Toyota,2013,8550000,80000,Petrol
Premio 260,Toyota,2013,8550000,89400,Petrol
Premio 260,Toyota,2009,7650000,96000,Petrol
Premio 260,Toyota,2007,6950000,112000,Petrol
Premio G Superior,Toyota,2019,20450000,500,Petrol
Premio G Superior,Toyota,2019,20450000,2000,Petrol
Premio G Superior,Toyota,2020,22100000,2300,Petrol
Premio G Superior,Toyota,2019,20450000,3100,Petrol
Premio G Superior,Toyota,2018,13975000,3450,Petrol
Premio G Superior,Toyota,2018,13975000,5000,Petrol
Premio G Superior,Toyota,2019,20450000,6500,Petrol
Premio G Superior,Toyota,2018,13975000,7500,Petrol
Premio G Superior,Toyota,2017,12750000,8200,Petrol
Premio G Superior,Toyota,2018,13975000,9000,Petrol
Premio G Superior,Toyota,2019,20450000,10000,Petrol
Premio G Superior,Toyota,2018,13975000,10200,Petrol
Premio G Superior,Toyota,2007,7200000,140000,Petrol
Premio G Superior,Toyota,2011,8375000,173564,Petrol
Premio G Superior,Toyota,2013,8550000,174000,Petrol
Prius,Toyota,2015,7650000,6000,Hybrid
Prius,Toyota,2007,4800000,11800,Petrol
Prius,Toyota,2012,7790000,24191,Hybrid
Prius,Toyota,2013,7500000,25000,Petrol
Prius,Toyota,2016,9650000,26000,Hybrid
Prius,Toyota,2015,7650000,27000,Hybrid
Prius,Toyota,2013,7500000,35000,Hybrid
Prius,Toyota,2016,9500000,39000,Hybrid
Prius,Toyota,2014,7650000,40500,Hybrid
Prius,Toyota,2016,9500000,41000,Hybrid
Prius,Toyota,2016,9500000,45000,Petrol
Prius,Toyota,2016,9500000,46000,Hybrid
Prius,Toyota,2013,6600000,48000,Petrol
Prius,Toyota,2011,5950000,54475,Petrol
Prius,Toyota,2014,7650000,56000,Hybrid
Prius,Toyota,2013,6600000,56000,Hybrid
Prius,Toyota,2017,9800000,56000,Hybrid
Prius,Toyota,2015,7650000,56000,Hybrid
Prius,Toyota,2013,6600000,57000,Hybrid
Prius,Toyota,2013,6600000,58000,Hybrid
Prius,Toyota,2012,7790000,58200,Hybrid
Prius,Toyota,2016,9500000,59000,Hybrid
Prius,Toyota,2016,9500000,59966,Petrol
Prius,Toyota,2014,7650000,60000,Petrol
Prius,Toyota,2016,9500000,60000,Hybrid
Prius,Toyota,2013,6600000,60679,Hybrid
Prius,Toyota,2012,7790000,61500,Hybrid
Prius,Toyota,2012,7790000,63000,Hybrid
Prius,Toyota,2012,7790000,66800,Hybrid
Prius,Toyota,2013,6600000,67000,Petrol
Prius,Toyota,2013,6600000,67000,Hybrid
Prius,Toyota,2010,5500000,67324,Petrol
Prius,Toyota,2011,5950000,68000,Petrol
Prius,Toyota,2010,5500000,70000,Petrol
Prius,Toyota,2013,6600000,70000,Hybrid
Prius,Toyota,2013,6600000,70000,Hybrid
Prius,Toyota,2014,7650000,70000,Hybrid
Prius,Toyota,2013,6600000,71000,Hybrid
Prius,Toyota,2013,6600000,72000,Hybrid
Prius,Toyota,2012,7790000,72000,Hybrid
Prius,Toyota,2013,6600000,72300,Hybrid
Prius,Toyota,2014,7650000,73843,Hybrid
Prius,Toyota,2012,7790000,74000,Petrol
Prius,Toyota,2012,7790000,74800,Hybrid
Prius,Toyota,2013,6600000,74800,Petrol
Prius,Toyota,2015,8775000,75000,Hybrid
Prius,Toyota,2010,5500000,76000,Petrol
Prius,Toyota,2013,6600000,76000,Petrol
Prius,Toyota,2008,4885000,76800,Petrol
Prius,Toyota,2013,6600000,77000,Hybrid
Prius,Toyota,2015,8775000,78650,Hybrid
Prius,Toyota,2012,7790000,79000,Petrol
Prius,Toyota,2013,6600000,79002,Hybrid
Prius,Toyota,2011,5950000,80000,Hybrid
Prius,Toyota,2012,7790000,80000,Hybrid
Prius,Toyota,2013,6600000,80000,Hybrid
Prius,Toyota,2014,7650000,80000,Petrol
Prius,Toyota,2012,7790000,83000,Hybrid
Prius,Toyota,2015,8775000,84000,Hybrid
Prius,Toyota,2008,4885000,85000,Petrol
Prius,Toyota,2008,4885000,85000,Hybrid
Prius,Toyota,2009,6400000,85000,Hybrid
Prius,Toyota,2012,7790000,85000,Hybrid
Prius,Toyota,2013,6600000,85000,Hybrid
Prius,Toyota,2014,7650000,85000,Petrol
Prius,Toyota,2012,7790000,86000,Petrol
Prius,Toyota,2012,7790000,86200,Hybrid
Prius,Toyota,2015,8775000,86500,Petrol
Prius,Toyota,2010,5500000,86789,Hybrid
Prius,Toyota,2008,4885000,87500,Petrol
Prius,Toyota,2010,5500000,88000,Hybrid
Prius,Toyota,2012,7790000,88500,Hybrid
Prius,Toyota,2008,4885000,88794,Hybrid
Prius,Toyota,2014,7650000,89000,Hybrid
